"movie_title","film_slug","page","review","review_chars","language","review_lower","known_spam","has_url","promo_words","repeated_review","very_short","spam_score","likely_spam"
"Don't Look Up","dont-look-up-2021",3,"this is a hard one to watch amazing cast",40,"en","this is a hard one to watch amazing cast",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",3,"Watching this after Project Hail Mary gave me whiplash. I really loved the discontinuity editing and think it really drives home the facetious nature of the story. It’s hard to ignore the abrupt cutting between scenes. It was disorientating and disrupted the narrative flow, but in an intentional way. It makes the viewer feel as detached from the movie’s grim series of events as everyone in the movie seems to be. The use of sound was also very interesting. There…",466,"en","watching this after project hail mary gave me whiplash. i really loved the discontinuity editing and think it really drives home the facetious nature of the story. it’s hard to ignore the abrupt cutting between scenes. it was disorientating and disrupted the narrative flow, but in an intentional way. it makes the viewer feel as detached from the movie’s grim series of events as everyone in the movie seems to be. the use of sound was also very interesting. there…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",3,"Why did he charge her for free chips?",37,"en","why did he charge her for free chips?",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",3,"It's a great criticism to today's society, about the manipulation on social media and how the government and powerful companies control us and our ideas and try to make us see what isn't true when we really need to see what's really happening. The movie is great but I didn't watch on my own free will so I might watch it again soon",332,"en","it's a great criticism to today's society, about the manipulation on social media and how the government and powerful companies control us and our ideas and try to make us see what isn't true when we really need to see what's really happening. the movie is great but i didn't watch on my own free will so i might watch it again soon",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",4,"The problem isn't the message, it's just objectively not a good movie. Adam McKay really need to go back to making his less serious comedies because he just feels pretentious as hell now.",187,"en","the problem isn't the message, it's just objectively not a good movie. adam mckay really need to go back to making his less serious comedies because he just feels pretentious as hell now.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",4,"honest, satirical but very very obvious. Would've despised it if the world was saved in the end. my rating = reasonable ending/10",129,"en","honest, satirical but very very obvious. would've despised it if the world was saved in the end. my rating = reasonable ending/10",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",4,"I love this movie! At first I thought this movie is boring but thank god I continue watching this and it’s so peakkk",116,"en","i love this movie! at first i thought this movie is boring but thank god i continue watching this and it’s so peakkk",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",4,"it’s giving nothing and weirdo",30,"en","it’s giving nothing and weirdo",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",4,"it was way more composed, serious and smart than what would actually happen in this situation in the real world",111,"en","it was way more composed, serious and smart than what would actually happen in this situation in the real world",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",5,"they did dirty to timmy in this movie",37,"en","they did dirty to timmy in this movie",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",5,"Stressful to watch, knowing how close to reality some of the characters in the film",83,"en","stressful to watch, knowing how close to reality some of the characters in the film",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",5,"Don't bother with this garbage and go watch Melancholia instead Some visuals are good. that's the only good thing i can think of",128,"en","don't bother with this garbage and go watch melancholia instead some visuals are good. that's the only good thing i can think of",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",5,"Why do I feel like this is happening today…",43,"en","why do i feel like this is happening today…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",6,"the clip of the ending popped up in my youtube feed and it reminded me just how much the ending affected me when i first watched it. which is funny cuz everything leading up to it is kinda unfunny, cringe, poorly-written.. but it at least built up the characters enough so that by the end.. wow. the last 3 minutes are literally the only reason im rating this",359,"en","the clip of the ending popped up in my youtube feed and it reminded me just how much the ending affected me when i first watched it. which is funny cuz everything leading up to it is kinda unfunny, cringe, poorly-written.. but it at least built up the characters enough so that by the end.. wow. the last 3 minutes are literally the only reason im rating this",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",6,"good the first time not as good the second time, should've been directed by someone else I agree with mnartriam",111,"en","good the first time not as good the second time, should've been directed by someone else i agree with mnartriam",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",6,"wait this was a movie i expected NOTHING from it just randomly came up on netflix and i was oh! this premise sounds cool so i went to watch it and then tens of thousands of cool actors came up and it actually makes so much sense and is sooooo relatable to the real world w governments spreading propaganda & the focus only being on building new products and capitalism and spreading misinformation and mass rallies and everything and the celebrity charity concerts and people realizing they’ve all been brainwashed only when it’s too late & the last moments of humanity",569,"en","wait this was a movie i expected nothing from it just randomly came up on netflix and i was oh! this premise sounds cool so i went to watch it and then tens of thousands of cool actors came up and it actually makes so much sense and is sooooo relatable to the real world w governments spreading propaganda & the focus only being on building new products and capitalism and spreading misinformation and mass rallies and everything and the celebrity charity concerts and people realizing they’ve all been brainwashed only when it’s too late & the last moments of humanity",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",6,"that damn billionaire unsettled me so much they were not subtle about his character",83,"en","that damn billionaire unsettled me so much they were not subtle about his character",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",6,"It’s scary that this is probably how the US administration would respond. If anything it’s aged really well with the current regime; I probably would’ve thought it was too goofy if I had watched it when it first released. Yes there are some glaring plot crutches, such as only finding a comet that large when it’s so close to us; astronomers have it mapped out a bit better than that for our close surroundings. Also the fact that the US…",438,"en","it’s scary that this is probably how the us administration would respond. if anything it’s aged really well with the current regime; i probably would’ve thought it was too goofy if i had watched it when it first released. yes there are some glaring plot crutches, such as only finding a comet that large when it’s so close to us; astronomers have it mapped out a bit better than that for our close surroundings. also the fact that the us…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",6,"very funny, jennifer lawrence is perfect in every movie she’s ever in. lowkey made me paranoid and terrified of this happening irl bc it is honestly pretty accurate to how i imagine things would be handled by the government lol",227,"en","very funny, jennifer lawrence is perfect in every movie she’s ever in. lowkey made me paranoid and terrified of this happening irl bc it is honestly pretty accurate to how i imagine things would be handled by the government lol",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",7,"God I forgot what an incredible piece of media this is and the commentary on real world issues is just so good its scary",120,"en","god i forgot what an incredible piece of media this is and the commentary on real world issues is just so good its scary",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",7,"it was truly a comedic movie. was to watch it at first but from mid to end part of the movie it got really good. Leonardo is just goated at crash out scenes. and i thought Timothée Chalamets part of the movie was not necessary but it was definitely necessary.",259,"en","it was truly a comedic movie. was to watch it at first but from mid to end part of the movie it got really good. leonardo is just goated at crash out scenes. and i thought timothée chalamets part of the movie was not necessary but it was definitely necessary.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",7,"how much did they pay ariana",28,"en","how much did they pay ariana",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",7,"this is cool",12,"en","this is cool",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",7,"Easy watch, complete plot that is not super cliche but still quite predictable. Wasn’t super funny but just a light hearted casual movie.",137,"en","easy watch, complete plot that is not super cliche but still quite predictable. wasn’t super funny but just a light hearted casual movie.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",8,"LMAO that was good 😭😂",21,"en","lmao that was good 😭😂",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",8,"haha 5 years later and it's bonkers that i thought this was unrealistic. the funniest horror documentary of all time methinks the exact antithesis of project hail mary btw. i believe this is exactly what would happen in an impending apocalyptic event. i just hope tust when i watch this 5 years from now i'm less of a cynic :)",326,"en","haha 5 years later and it's bonkers that i thought this was unrealistic. the funniest horror documentary of all time methinks the exact antithesis of project hail mary btw. i believe this is exactly what would happen in an impending apocalyptic event. i just hope tust when i watch this 5 years from now i'm less of a cynic :)",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",8,"Y’all mad? This movie aged liked Cheddar. 🧀 Don’t look up was relevant in 2021, BUT re-watching this in 2026, HITS…different.",125,"en","y’all mad? this movie aged liked cheddar. 🧀 don’t look up was relevant in 2021, but re-watching this in 2026, hits…different.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",8,"EVERYTHING is political",23,"en","everything is political",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",8,"I accidentally saw the last 5 minutes before I watched this for the first time which kind of ruined it",102,"en","i accidentally saw the last 5 minutes before i watched this for the first time which kind of ruined it",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"Remember not liking this on first viewing, but after revisiting it, thoroughly enjoyed it :)",92,"en","remember not liking this on first viewing, but after revisiting it, thoroughly enjoyed it :)",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"the most realistic portrayals of world leaders",46,"en","the most realistic portrayals of world leaders",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"How can so little be said when so much has been meant? A flop for me.",69,"en","how can so little be said when so much has been meant? a flop for me.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"why scientist so smart but so dumb he cheat on wife",51,"en","why scientist so smart but so dumb he cheat on wife",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"everyone is annoying but that’s the point so fine",49,"en","everyone is annoying but that’s the point so fine",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"this gave me existential crisis, it’s very realistic in many ways like that’s exactly how the government would react to a comet that is about to hit our planet and the whole cast is effing expensive and fym leonardo cracked THE CATE BLANCHETT ?!?",246,"en","this gave me existential crisis, it’s very realistic in many ways like that’s exactly how the government would react to a comet that is about to hit our planet and the whole cast is effing expensive and fym leonardo cracked the cate blanchett ?!?",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"“I believe thats called a Bronteroc.” I think im the target audience of this movie.",83,"en","“i believe thats called a bronteroc.” i think im the target audience of this movie.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",9,"actors were insane message was okay but the whole movie was hmmmm…",66,"en","actors were insane message was okay but the whole movie was hmmmm…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"i wanted to give this movie one star but because of the performances i give it a two. it’s star studded Timothee, Ariana, Leonardo, Meryl ???? like that’s not even half of it. the plot is what makes me rate it so low ?? like i feel like this movie was pointless lowkey like wtf was even going on ??? it was an okay watch but not one of my favorites tbh",352,"en","i wanted to give this movie one star but because of the performances i give it a two. it’s star studded timothee, ariana, leonardo, meryl ???? like that’s not even half of it. the plot is what makes me rate it so low ?? like i feel like this movie was pointless lowkey like wtf was even going on ??? it was an okay watch but not one of my favorites tbh",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"This movie gets a lot of hate but I think it's kinda a representation of how if feels to live in this era. So frustrating, angry, and happy. The movie cinematography follows the form. I agree its obvious and somewhat cliche but I also think acknowledging our messed up world is beneficial",288,"en","this movie gets a lot of hate but i think it's kinda a representation of how if feels to live in this era. so frustrating, angry, and happy. the movie cinematography follows the form. i agree its obvious and somewhat cliche but i also think acknowledging our messed up world is beneficial",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"Do you know why a comet will hit planet earth? because the government is a mess [crying]",88,"en","do you know why a comet will hit planet earth? because the government is a mess [crying]",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"i wonder how the dinosaur governments would’ve handled this",59,"en","i wonder how the dinosaur governments would’ve handled this",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"We out here with June",21,"en","we out here with june",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"This movie is for a certain type of person...but it aint me babe, no no no it ain't me",86,"en","this movie is for a certain type of person...but it aint me babe, no no no it ain't me",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"It isn't particularly the greatest, but overall, I had a good time. Leo's acting is superb, and the premise is quite interesting. I would like to see this one again someday.",173,"en","it isn't particularly the greatest, but overall, i had a good time. leo's acting is superb, and the premise is quite interesting. i would like to see this one again someday.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",10,"the fact our society would genuinely did this is the true plot",62,"en","the fact our society would genuinely did this is the true plot",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"This had funny moments in it and I really liked the science in this film Leo was good j law was good but I wish my boy Timmy had more in this lol but whatever",158,"en","this had funny moments in it and i really liked the science in this film leo was good j law was good but i wish my boy timmy had more in this lol but whatever",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"But why did he charge them for free snacks???",45,"en","but why did he charge them for free snacks???",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"Jennifer Lawrence’s acting is definitely a highlight of this movie and admittedly the parallels to current US are kinda funny. If you could use a movie to define the word “unsubtle” in its themes, it’d definitely be Don’t Look Up but does this movie really need subtlety? These, however, are pretty much the only positives I could give this movie. The comedy only made me laugh twice (when Jennifer Lawrence’s character needed to smoke weed and her interaction with the general),…",480,"en","jennifer lawrence’s acting is definitely a highlight of this movie and admittedly the parallels to current us are kinda funny. if you could use a movie to define the word “unsubtle” in its themes, it’d definitely be don’t look up but does this movie really need subtlety? these, however, are pretty much the only positives i could give this movie. the comedy only made me laugh twice (when jennifer lawrence’s character needed to smoke weed and her interaction with the general),…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"Kinda great to start, fizzles out by the end through sheer repetition. As a result, the most 6/10 move I've ever seen.",118,"en","kinda great to start, fizzles out by the end through sheer repetition. as a result, the most 6/10 move i've ever seen.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"they really said the world is ending and yall still care about trending topics",78,"en","they really said the world is ending and yall still care about trending topics",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"I‘m not saying this would happen but we all know it could and thats fucking scary. Apart from that this movie is ridiculously funny and pretty well made one of my fav movies for shure “Can i touch your Haur in a non-sexual way?”",228,"en","i‘m not saying this would happen but we all know it could and thats fucking scary. apart from that this movie is ridiculously funny and pretty well made one of my fav movies for shure “can i touch your haur in a non-sexual way?”",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"Misuse of Meryl Streep This may be the worst movie I’ve ever seen, with all love and respect. I watched it bc I saw a funny scene for it on my insta reels when I was in quarantine for having covid. The one of Timothée chalamet talking about fingerling potatoes. That’s what made me watch and I think the reason it’s such a popular scene is bc it’s the only good one ❤️ maybe I don’t appreciate the message it’s sending but…",423,"en","misuse of meryl streep this may be the worst movie i’ve ever seen, with all love and respect. i watched it bc i saw a funny scene for it on my insta reels when i was in quarantine for having covid. the one of timothée chalamet talking about fingerling potatoes. that’s what made me watch and i think the reason it’s such a popular scene is bc it’s the only good one ❤️ maybe i don’t appreciate the message it’s sending but…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",11,"These rich ppl had no sense of emergency, still can't believe the president's son made it out now I'm gonna sera search up their budget for the movie cus they have some high budget actors/ actresses. Also love that they had that dinner at the end,it went in slow motion then boom explosion",289,"en","these rich ppl had no sense of emergency, still can't believe the president's son made it out now i'm gonna sera search up their budget for the movie cus they have some high budget actors/ actresses. also love that they had that dinner at the end,it went in slow motion then boom explosion",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",12,"People who don’t care about the planet trying to make people care about the planet",82,"en","people who don’t care about the planet trying to make people care about the planet",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",12,"Possibly the most aggravated ive ever been at a movie",53,"en","possibly the most aggravated ive ever been at a movie",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",12,"The amount of potential this had to be something great",54,"en","the amount of potential this had to be something great",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",12,"should be a mandatory movie for everyone",40,"en","should be a mandatory movie for everyone",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",12,"This is basically a Neil Breen movie with a bigger budget",57,"en","this is basically a neil breen movie with a bigger budget",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",12,"everyone and their mother is in this movie ????",47,"en","everyone and their mother is in this movie ????",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",13,"Holy waste of time. This movie should be great when looking at the cast, but it's just kinda lame. Thank you Netflix, we really needed this to be made.",151,"en","holy waste of time. this movie should be great when looking at the cast, but it's just kinda lame. thank you netflix, we really needed this to be made.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",13,"funny at first, then it wasnt. then it made my ears ring",56,"en","funny at first, then it wasnt. then it made my ears ring",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",13,"This suppoused to be a comedy",29,"en","this suppoused to be a comedy",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",13,"The people pissed me off so much. I think it really shows how people in today’s world often let themselves be manipulated into believing that everything is fine. Even if something is wrong, they won’t truly believe it until it is right in front of them",252,"en","the people pissed me off so much. i think it really shows how people in today’s world often let themselves be manipulated into believing that everything is fine. even if something is wrong, they won’t truly believe it until it is right in front of them",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",13,"not good. way too fucking long. dicaprio’s character was so fucking pathetic it pmo so bad. tried so hard to be meta but just like was a terrible attempt at a social commentary. jonah hills character is the most redeemable thing about this movie. no amount of famous people in this cast could make up for how objectively bad this movie was.",340,"en","not good. way too fucking long. dicaprio’s character was so fucking pathetic it pmo so bad. tried so hard to be meta but just like was a terrible attempt at a social commentary. jonah hills character is the most redeemable thing about this movie. no amount of famous people in this cast could make up for how objectively bad this movie was.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",13,"Such a fun watch lol, it really didn’t feel like I’ve been watching for 2 hours. Up until the final 30 minutes, I never fully grasped the concept of them being in a literal world ending situation because comic relief was a very heavy literary device used. I always appreciate movies that are able to make high stakes situations seem trivial because of it’s comedy, it’s always impressive to see. Iconic performances from Di Caprio, I’m compelled to believe he…",460,"en","such a fun watch lol, it really didn’t feel like i’ve been watching for 2 hours. up until the final 30 minutes, i never fully grasped the concept of them being in a literal world ending situation because comic relief was a very heavy literary device used. i always appreciate movies that are able to make high stakes situations seem trivial because of it’s comedy, it’s always impressive to see. iconic performances from di caprio, i’m compelled to believe he…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"insanely ridiculous, just the right amount for the times we're living in. and coming from a US-made movie, the joke tells itself (and does it well imo!!)",153,"en","insanely ridiculous, just the right amount for the times we're living in. and coming from a us-made movie, the joke tells itself (and does it well imo!!)",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"This film has aged like wine, to an almost prophetic degree",59,"en","this film has aged like wine, to an almost prophetic degree",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"Treason is punishable by death or a minimum of five years' imprisonment and a fine of $10,000 in the United States Exile Noun The condition or period of being forced to live away from one's native country or home, especially as a punishment. Eighty-six or 86 is American English slang, generally meaning to ""get rid of"" someone or something. In the hospitality industry, it is used to indicate that an item is no longer available, traditionally from a food or…",460,"en","treason is punishable by death or a minimum of five years' imprisonment and a fine of $10,000 in the united states exile noun the condition or period of being forced to live away from one's native country or home, especially as a punishment. eighty-six or 86 is american english slang, generally meaning to ""get rid of"" someone or something. in the hospitality industry, it is used to indicate that an item is no longer available, traditionally from a food or…",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"congrats! your diet is over! (the movie is over!)",49,"en","congrats! your diet is over! (the movie is over!)",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"some of y’all wouldn’t look up.",31,"en","some of y’all wouldn’t look up.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"genuinely how high were the average bills of every a-lister in hollywood for them to ALL agree to this.",103,"en","genuinely how high were the average bills of every a-lister in hollywood for them to all agree to this.",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"I think many people are in denial about death because we are used to believing in happy endings. Since we were kids, we were exposed to stories where everything eventually turns out fine. Fairy tales, movies, and even television shows often end with the problem being solved. Because of this, we develop the mindset that things will somehow work out in the end ><",363,"en","i think many people are in denial about death because we are used to believing in happy endings. since we were kids, we were exposed to stories where everything eventually turns out fine. fairy tales, movies, and even television shows often end with the problem being solved. because of this, we develop the mindset that things will somehow work out in the end ><",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"loved the unnecessary hate on michigan state",44,"en","loved the unnecessary hate on michigan state",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"Need to rewatch and pay better attention",40,"en","need to rewatch and pay better attention",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",14,"rewatched for a comm class. i fucking hate my professor",55,"en","rewatched for a comm class. i fucking hate my professor",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"Don't Look Up","dont-look-up-2021",15,"Meryl Streep would not be a bad president. Also wayyy too many nude scenes for a movie about the end of the world All the sex and making out and unnecessary chetsing of a happy relationship made this so weird But yeah sure whatever atleast timothee chalamet and jennifer lawrence got togethor!",293,"en","meryl streep would not be a bad president. also wayyy too many nude scenes for a movie about the end of the world all the sex and making out and unnecessary chetsing of a happy relationship made this so weird but yeah sure whatever atleast timothee chalamet and jennifer lawrence got togethor!",FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
